Sentence,Category,Spacy
" Adkins was born in Beirut, Syria (now Lebanon) to Turkish and Syrian missionaries Leslie John Adkins and Edith Sanderson.",H0,"[[0, 6, 'H0'], [19, 26, 'H1'], [27, 32, 'H1'], [38, 46, 'H1'], [50, 57, 'H1'], [62, 68, 'H1'], [82, 88, 'H0'], [89, 93, 'H0'], [94, 100, 'H0'], [105, 110, 'H0'], [111, 121, 'H0']]"
 Adkins was a graduate of Phillips Academy and in 1955 became an alumni at Princeton University along with a classmate Ralph Nader.,H0,"[[0, 6, 'H0'], [25, 33, 'H1'], [34, 41, 'H1'], [64, 70, 'H1'], [74, 83, 'H1'], [84, 94, 'H1'], [118, 123, 'H0'], [124, 130, 'H0']]"
" For 12 years, Adkins served in the US Navy starting from Naval Reserve Officers Training Corps and climbing up the ranks to a naval officer on the USS Salem and even serving on a flagship of the US Sixth Fleet in the Mediterranean waters.",H0,"[[14, 20, 'H0'], [35, 37, 'H1'], [38, 42, 'H1'], [57, 62, 'H1'], [63, 70, 'H1'], [71, 79, 'H1'], [80, 88, 'H1'], [89, 94, 'H1'], [126, 131, 'H1'], [132, 139, 'H1'], [147, 150, 'H1'], [151, 156, 'H1'], [179, 187, 'H1'], [188, 190, 'H1'], [191, 194, 'H1'], [195, 197, 'H1'], [198, 203, 'H1'], [204, 209, 'H1']]"
" While there, he also received training in Naval Justice School, served on various vessels as court marshal, and later became attendee of the Naval War College in Newport, Rhode Island.",H1,"[[42, 47, 'H1'], [48, 55, 'H1'], [56, 63, 'H1'], [141, 146, 'H1'], [147, 150, 'H1'], [151, 158, 'H1']]"
" Following his service, Adkins returned to Columbia, where in 1958 he got his master's degree in psychology.",H0,"[[23, 29, 'H0'], [42, 51, 'H1'], [77, 85, 'H1'], [86, 92, 'H1'], [96, 107, 'H1']]"
" In 1963, after obtained his doctorate in counseling psychology from Teachers College, Columbia University, Adkins immediately joined its faculty in order to work on his Career Pattern Study.",H0,"[[28, 37, 'H1'], [41, 51, 'H1'], [52, 62, 'H1'], [68, 76, 'H1'], [77, 85, 'H1'], [86, 94, 'H1'], [95, 106, 'H1'], [107, 113, 'H0'], [169, 175, 'H1'], [176, 183, 'H1'], [184, 190, 'H1']]"
" For one year, he moved to Harvard University where he spent at its Center for Personality, studying achievement motivation with David McClelland.",H0,"[[26, 33, 'H1'], [34, 44, 'H1'], [67, 73, 'H1'], [74, 77, 'H1'], [78, 90, 'H1'], [91, 99, 'H1'], [100, 111, 'H1'], [112, 122, 'H1'], [128, 133, 'H0'], [134, 145, 'H0']]"
" After his short lived Harvard appointment, Atkins indulged into War on Poverty and worked with YMCA of the City of Greater New York.",H0,"[[22, 29, 'H1'], [43, 49, 'H0'], [64, 67, 'H1'], [68, 70, 'H1'], [71, 78, 'H1'], [95, 99, 'H1'], [100, 102, 'H1'], [103, 106, 'H1'], [107, 111, 'H1'], [112, 114, 'H1'], [115, 122, 'H1'], [123, 126, 'H1'], [127, 132, 'H1']]"
" In 1966, Adkins became a founding faculty member of the York College, City University of New York, where he supervised the Search for Education, Elevation and Knowledge project.",H0,"[[9, 15, 'H0'], [25, 33, 'H1'], [34, 41, 'H1'], [42, 48, 'H1'], [56, 60, 'H1'], [61, 69, 'H1'], [70, 74, 'H1'], [75, 85, 'H1'], [86, 88, 'H1'], [89, 92, 'H1'], [93, 98, 'H1'], [108, 118, 'H1'], [123, 129, 'H1'], [130, 133, 'H1'], [134, 144, 'H1'], [145, 154, 'H1'], [155, 158, 'H1'], [159, 168, 'H1'], [169, 177, 'H1']]"
 The project later turned into a program whose goal is to provide support for low income students.,None,[]
 The program is still used today by the City University System.,H1,"[[26, 31, 'H1']]"
" During the next 30 years, Adkins worked at Teachers College, Columbia University and at the Institute for Life Coping Skills, where he developed new methods for helping people to deal with complex attitudes and behaviors they might encounter in their everyday life.",H0,"[[26, 32, 'H0'], [43, 51, 'H1'], [52, 60, 'H1'], [61, 69, 'H1'], [70, 80, 'H1'], [92, 101, 'H1'], [102, 105, 'H1'], [106, 110, 'H1'], [111, 117, 'H1'], [118, 125, 'H1']]"
 His major focus was the development of multi-media counseling systems.,None,[]
" Adkins then worked with Paul Sharar and Sidney Rosenberg to develop Training Resources for Youth, a program that was implemented by 2,000 agencies in 40 states ever since its founding in late 1970s.",H0,"[[0, 6, 'H0'], [24, 28, 'H0'], [29, 35, 'H0'], [40, 46, 'H0'], [47, 56, 'H0'], [68, 76, 'H1'], [77, 86, 'H1'], [87, 90, 'H1'], [91, 97, 'H1']]"
" During his career, Adkins trained many graduate students on how to develop psychological and behavioral interventions, using his methods and theory.",H0,"[[19, 25, 'H0']]"
" He served on many non-profit boards of directors, including the HOPE Program for the homeless, the NYS Advisory Group on Adult Education, the Greenwich Adult and Continuing Program and the Center for Insurance Research, and was a founding member of the Princeton Project '55 Center for Civic Leadership.",H1,"[[64, 68, 'H1'], [69, 76, 'H1'], [77, 80, 'H1'], [81, 84, 'H1'], [85, 94, 'H1'], [95, 98, 'H1'], [99, 102, 'H1'], [103, 111, 'H1'], [112, 117, 'H1'], [118, 120, 'H1'], [121, 126, 'H1'], [127, 137, 'H1'], [138, 141, 'H1'], [142, 151, 'H1'], [152, 157, 'H1'], [158, 161, 'H1'], [162, 172, 'H1'], [173, 180, 'H1'], [185, 188, 'H1'], [189, 195, 'H1'], [196, 199, 'H1'], [200, 209, 'H1'], [210, 219, 'H1'], [230, 238, 'H1'], [239, 245, 'H1'], [253, 262, 'H1'], [263, 270, 'H1'], [271, 274, 'H1'], [275, 281, 'H1'], [282, 285, 'H1'], [286, 291, 'H1'], [292, 303, 'H1']]"
" Adkins is better known as a pioneer behind the Adkins Life Skills Career Development Program (ASLP), which was originally published by Psychological Corporation, a division of Harcourt Assessment.",H0,"[[0, 6, 'H0'], [47, 53, 'H0'], [54, 58, 'H1'], [59, 65, 'H1'], [66, 72, 'H1'], [73, 84, 'H1'], [85, 92, 'H1'], [93, 100, 'H1'], [135, 148, 'H1'], [149, 161, 'H1'], [176, 184, 'H1'], [185, 196, 'H1']]"
" The program, which besides English comes in Spanish and Italian languages, helped over 1 million people to obtain degrees (and later jobs).",None,[]
" The program was used by over 2,000 agencies in 45 states, which includes such facilities as prisons, homeless shelters, drug rehabilitation centers, welfare-to-work programs, economic opportunity centers and community colleges.",None,[]
" Based off the program, the Institute for Life Coping Skills had trained over 5000 staff as Life Skills Educators who promoted the program in their own agencies.",H1,"[[27, 36, 'H1'], [37, 40, 'H1'], [41, 45, 'H1'], [46, 52, 'H1'], [53, 59, 'H1'], [96, 102, 'H1']]"
" Later on, as many as 200 community colleges in India had adopted the Life Coping Skills curriculum which was used in their country to help students from rural provinces learn how to understand urban life.",H1,"[[69, 73, 'H1'], [74, 80, 'H1'], [81, 87, 'H1']]"
 Adkins died following lung surgery at the of age 82.,H0,"[[0, 6, 'H0'], [22, 26, 'H1'], [27, 34, 'H1'], [49, 52, 'H1']]"
" He was married to professor emerita, Caroline Manuele Adkins, who is also a psychologist.",H0,"[[7, 14, 'H1'], [37, 45, 'H0'], [46, 53, 'H0'], [54, 61, 'H0'], [76, 89, 'H1']]"
" Together they raised a son, Jason and daughter, Jennifer.",H0,"[[28, 33, 'H0'], [48, 57, 'H0']]"
 Patrick H.,H0,"[[0, 7, 'H0'], [8, 10, 'H0']]"
" Adkins (January 9, 1948 – April 7, 2015) was an American fantasy author and editor best known for his mythological fantasies.",H0,"[[0, 6, 'H0'], [16, 18, 'H1'], [19, 23, 'H1'], [24, 25, 'H1'], [26, 31, 'H1'], [32, 34, 'H1'], [35, 40, 'H1'], [41, 44, 'H1'], [48, 56, 'H1'], [57, 64, 'H1'], [65, 71, 'H1'], [76, 82, 'H1']]"
" In addition to his writing he has worked as ""a bookseller, small press publisher, 'slush pile' reader for Galaxy magazine, medical and technical editor and writer, freelance writer, story doctor, ghost writer, editor-in-chief of a multimedia publishing company, and software expert.",H1,"[[47, 58, 'H1'], [59, 64, 'H1'], [65, 70, 'H1'], [71, 81, 'H1'], [82, 88, 'H1'], [89, 94, 'H1'], [95, 101, 'H1'], [102, 105, 'H1'], [106, 112, 'H1'], [113, 122, 'H1'], [123, 130, 'H1'], [131, 134, 'H1'], [135, 144, 'H1'], [145, 151, 'H1'], [152, 155, 'H1'], [156, 163, 'H1'], [164, 173, 'H1'], [174, 181, 'H1'], [182, 187, 'H1'], [188, 195, 'H1'], [196, 201, 'H1'], [202, 209, 'H1'], [210, 225, 'H1'], [226, 228, 'H1'], [266, 274, 'H1'], [275, 282, 'H1']]"
" "" Together with fellow science fiction fan John H.",H0,"[[43, 47, 'H0'], [48, 50, 'H0']]"
" Guidry he launched the ""Tarzana Project"" to print the unpublished and uncollected works of Edgar Rice Burroughs under the imprint of Guidry & Adkins.",H0,"[[0, 6, 'H0'], [10, 18, 'H1'], [32, 40, 'H1'], [41, 43, 'H1'], [91, 96, 'H0'], [97, 101, 'H0'], [102, 111, 'H0'], [133, 139, 'H0'], [140, 141, 'H0'], [142, 149, 'H0']]"
" Lord of the Crooked Paths (1987) Master of the Fearful Depths (1989) Sons of the Titans (1990) The Third Beast (2000) ""Hunting the Dragonblood"" (1981) Adkins's ""Strange Excursions"" website Patrick H.",H0,"[[151, 159, 'H0'], [189, 196, 'H0'], [197, 199, 'H0']]"
 Adkins at the Internet Speculative Fiction Database Patrick H.,H0,"[[0, 6, 'H0'], [52, 59, 'H0'], [60, 62, 'H0']]"
 Gaston Adjoukoua was a Ivory Coast football Midfielder who played for Ivory Coast in the 1980 and 1984 African Cup of Nations.,H0,"[[0, 6, 'H0'], [7, 16, 'H0'], [23, 28, 'H1'], [29, 34, 'H1'], [35, 43, 'H1'], [44, 54, 'H1'], [70, 75, 'H1'], [76, 81, 'H1']]"
 He also played for Asec d'Abidjan at club level.,H1,"[[19, 23, 'H1'], [24, 33, 'H1']]"
" Govindrao Wamanrao Adik (1939 – 7 June 2015 ) was a ""Rashtriya Sarchitnis"" of the Nationalist Congress Party and a Member of Parliament, in the Rajya Sabha.",H0,"[[0, 9, 'H0'], [10, 18, 'H0'], [19, 23, 'H0'], [30, 31, 'H1'], [32, 33, 'H1'], [34, 38, 'H1'], [39, 43, 'H1'], [63, 74, 'H1'], [82, 93, 'H1'], [94, 102, 'H1'], [103, 108, 'H1'], [115, 121, 'H1'], [122, 124, 'H1'], [125, 136, 'H1'], [144, 149, 'H1'], [150, 156, 'H1']]"
 He began his political career as a Member of the Legislative Assembly (MLA) in Vaijapur Taluka in Aurangabad District and then in Shrirampur Taluka in Ahmednagar District.,H1,"[[35, 41, 'H1'], [42, 44, 'H1'], [45, 48, 'H1'], [49, 60, 'H1'], [61, 69, 'H1'], [70, 75, 'H1']]"
" He was born in Undirgaon village of Shrirampur Taluka and spent his childhood in ""Khanapur"" village of Shrirampur Taluka.",H1,"[[15, 24, 'H1'], [25, 32, 'H1'], [33, 35, 'H1'], [36, 46, 'H1'], [47, 53, 'H1']]"
 He began his political career as a Member of the Legislative Assembly (MLA) in Vaijapur Taluka in Aurangabad District and then in Shrirampur Taluka in Ahmednagar District.,H1,"[[13, 22, 'H1'], [35, 41, 'H1'], [42, 44, 'H1'], [45, 48, 'H1'], [49, 60, 'H1'], [61, 69, 'H1'], [70, 75, 'H1']]"
 He belonged to a poor farmer family.,None,[]
 His father died two days after Govindraoji's birth.,H0,"[[31, 44, 'H0']]"
" He is a younger brother of the former Deputy Chief Minister of Maharashtra, late Ramrao Adik.",H0,"[[38, 44, 'H1'], [45, 50, 'H1'], [51, 59, 'H1'], [81, 87, 'H0'], [88, 93, 'H0']]"
 Adik had a son and three daughters.,H0,"[[0, 4, 'H0']]"
 He served as an Agriculture Minister in the Maharashtra Cabinet from 2003 to 2005.,H1,"[[16, 27, 'H1'], [28, 36, 'H1'], [44, 55, 'H1'], [56, 63, 'H1'], [69, 73, 'H1'], [77, 82, 'H1']]"
" Govindrao Adik, was a close associate of Sharad Pawar before Pawar split from the Indian National Congress (INC) to form his independent base, Nationalist Congress Party (NCP).",H0,"[[0, 9, 'H0'], [10, 15, 'H0'], [41, 47, 'H0'], [48, 53, 'H0'], [61, 66, 'H0'], [82, 88, 'H1'], [89, 97, 'H1'], [98, 106, 'H1'], [113, 115, 'H1'], [143, 154, 'H1'], [155, 163, 'H1'], [164, 169, 'H1'], [170, 176, 'H1']]"
" Like many leaders at the time, Adik remained in the INC after the split.",H0,"[[31, 35, 'H0'], [52, 55, 'H1']]"
" He commands a substantial mass support in rural, specially western Maharashtra.",None,[]
 Adik welcomed the appointment of Ashok Chavan as Chief Minister of Maharashtra and expressed hope that he would retain his clean image and put the party back on track.,H0,"[[0, 4, 'H0'], [33, 38, 'H0'], [39, 45, 'H0'], [49, 54, 'H1'], [55, 63, 'H1'], [64, 66, 'H1'], [67, 78, 'H1']]"
" However, in 2009 Adik expected to be inducted into the state cabinet by the Chief Minister Ashok Chavan.",H0,"[[17, 21, 'H0'], [76, 81, 'H1'], [82, 90, 'H1'], [91, 96, 'H0'], [97, 104, 'H0']]"
" A change was made during the final hour which brought another Congressman Shri Radhekrishna Vikhe Patil, the son of former Union Minister Shri Balasaheb Vikhe Patil, into the Cabinet.",H0,"[[74, 78, 'H0'], [79, 91, 'H0'], [92, 97, 'H0'], [98, 104, 'H0'], [138, 142, 'H0'], [143, 152, 'H0'], [153, 158, 'H0'], [159, 165, 'H0']]"
" This sudden exclusion of his name from the list disappointed Adik, who had been expecting a Ministerial berth ever since 2005.",H0,"[[61, 66, 'H0']]"
" As one of the longest serving leaders in the INC and a senior member, Adik felt abandoned by the party leadership.",H0,"[[45, 48, 'H1'], [70, 74, 'H0']]"
" Expressing discontent about senior party members being isolated by the INC, in a letter to the United Progressive Alliance Chairperson, Sonia Gandhi, Govindrao Adik resigned from the Congress Party membership on the 29 February to join the NCP.",H0,"[[71, 75, 'H1'], [136, 141, 'H0'], [142, 149, 'H0'], [150, 159, 'H0'], [160, 164, 'H0'], [183, 191, 'H1'], [192, 197, 'H1'], [240, 244, 'H1']]"
" On 15 March he addressed a rally in Ahmednagar district of Maharashtra with the NCP President Sharad Pawar, where he urged the entire state to back the NCP.",H0,"[[80, 83, 'H1'], [94, 100, 'H0'], [101, 107, 'H0'], [152, 156, 'H1']]"
" Mervyn Lee ""Merv"" Adelson (October 23, 1929 – September 8, 2015) was an American real estate developer and television producer who co-founded Lorimar Television.",H0,"[[0, 6, 'H0'], [7, 10, 'H0'], [18, 25, 'H0'], [35, 38, 'H1'], [39, 43, 'H1'], [44, 45, 'H1'], [46, 55, 'H1'], [56, 58, 'H1'], [59, 64, 'H1'], [65, 68, 'H1'], [72, 80, 'H1'], [81, 85, 'H1'], [86, 92, 'H1'], [93, 102, 'H1'], [107, 117, 'H1'], [118, 126, 'H1'], [131, 141, 'H1'], [142, 149, 'H1'], [150, 161, 'H1']]"
" Adelson was born to a Jewish family in Los Angeles on October 23, 1929 to Nathan and Pearl Adelson (née Swartz).",H0,"[[0, 7, 'H0'], [22, 28, 'H1'], [39, 42, 'H1'], [43, 50, 'H1'], [54, 61, 'H1'], [62, 65, 'H1'], [66, 70, 'H1'], [74, 80, 'H0'], [85, 90, 'H0'], [91, 98, 'H0'], [104, 112, 'H0']]"
 His parents were the children of immigrants from Russia who had settled in Nebraska.,H1,"[[49, 55, 'H1'], [75, 84, 'H1']]"
 He worked in a grocery store run by his family as a child.,None,[]
 In the 1950s Adelson established himself in Las Vegas where he first met Irwin Molasky and Moe Dalitz.,H0,"[[13, 20, 'H0'], [73, 78, 'H0'], [79, 86, 'H0'], [91, 94, 'H0'], [95, 102, 'H0']]"
 The trio were responsible for building the Las Vegas Country Club as well as what became Sunrise Hospital and Medical Center.,H1,"[[43, 46, 'H1'], [47, 52, 'H1'], [53, 60, 'H1'], [61, 65, 'H1'], [89, 96, 'H1'], [97, 105, 'H1'], [110, 117, 'H1'], [118, 125, 'H1']]"
 Molasky and Adelson later opened Omni La Costa Resort and Spa in 1965.,H0,"[[0, 7, 'H0'], [12, 19, 'H0'], [33, 37, 'H1'], [38, 40, 'H1'], [41, 46, 'H1'], [47, 53, 'H1'], [58, 61, 'H1'], [65, 70, 'H1']]"
 Adelson soon left the real estate industry and co-founded Lorimar Television with Molasky and Lee Rich in 1969.,H0,"[[47, 57, 'H1'], [58, 65, 'H1'], [66, 76, 'H1'], [82, 89, 'H0'], [94, 97, 'H0'], [98, 102, 'H0'], [106, 111, 'H1']]"
 Adelson was married and subsequently divorced five times.,H1,"[[12, 19, 'H1'], [37, 45, 'H1']]"
" His first wife was Lori Kaufman with whom he had a daughter and two sons: Ellen Adelson Ross, Andrew Adelson, and Gary Adelson.",H0,"[[19, 23, 'H0'], [24, 31, 'H0'], [74, 79, 'H0'], [80, 87, 'H0'], [88, 93, 'H0'], [94, 100, 'H0'], [101, 109, 'H0'], [114, 118, 'H0'], [119, 127, 'H0']]"
" His second wife was Gail Kenaston, adopted daughter of silent film star Billie Dove.",H0,"[[20, 24, 'H0'], [25, 34, 'H0'], [55, 61, 'H1'], [62, 66, 'H1'], [67, 71, 'H1'], [72, 78, 'H0'], [79, 84, 'H0']]"
 His third wife was the television journalist Barbara Walters to whom he was married from 1981 until 1984.,H0,"[[23, 33, 'H1'], [34, 44, 'H1'], [45, 52, 'H0'], [53, 60, 'H0'], [76, 83, 'H1']]"
 They remarried in 1986 and divorced for the second time in 1992.,H1,"[[5, 14, 'H1'], [27, 35, 'H1']]"
 They met on a blind date.,None,[]
" His fourth wife was Thea Nesis with whom he had adopted two daughters, Lexi and Ava Nesis.",H0,"[[11, 15, 'H1'], [20, 24, 'H0'], [25, 30, 'H0'], [71, 75, 'H0'], [80, 83, 'H0'], [84, 90, 'H0']]"
 All his marriages ended in divorce.,H1,"[[8, 17, 'H1'], [27, 35, 'H1']]"
" Adelson died in Los Angeles on September 8, 2015 from cancer, aged 85.",H0,"[[0, 7, 'H0'], [31, 40, 'H1'], [41, 43, 'H1'], [44, 48, 'H1'], [54, 61, 'H1'], [67, 70, 'H1']]"
" Adebowale Ibidapo Adefuye (January 1947 – August 27, 2015) was a Nigerian historian and diplomat.",H0,"[[0, 9, 'H0'], [10, 17, 'H0'], [18, 25, 'H0'], [35, 39, 'H1'], [42, 48, 'H1'], [49, 52, 'H1'], [53, 58, 'H1'], [65, 73, 'H1'], [74, 83, 'H1'], [88, 97, 'H1']]"
" Born in Ijebu-Igbo, Adefuye attended the University of Ibadan, first graduating in 1969.",H0,"[[8, 19, 'H1'], [20, 27, 'H0'], [41, 51, 'H1'], [55, 62, 'H1'], [83, 88, 'H1']]"
 He obtained a Ph.,None,[]
 D in history from the same institution in 1973.,H1,"[[42, 47, 'H1']]"
" During his academic career, Adefuye was named a Fulbright Scholar and used the funds to do research at Columbia University, the University of North Florida, and the University of Florida.",H0,"[[28, 35, 'H0'], [103, 111, 'H1'], [112, 123, 'H1'], [128, 138, 'H1'], [142, 147, 'H1'], [148, 156, 'H1'], [165, 175, 'H1'], [179, 187, 'H1']]"
" Adefuye taught at the University of Lagos, heading the school's history department from 1985 to 1987.",H0,"[[0, 7, 'H0'], [22, 32, 'H1'], [36, 42, 'H1']]"
" He was named the Ambassador to Jamaica in 1987, serving until 1991.",H1,"[[17, 27, 'H1'], [31, 38, 'H1']]"
" During that period, Adefuye also concurrently served as the ambassador to Belize and Haiti.",H0,"[[20, 27, 'H0'], [60, 70, 'H1'], [74, 80, 'H1'], [85, 91, 'H1']]"
 He was then the Deputy High Commissioner to the United Kingdom.,H1,"[[16, 22, 'H1'], [23, 27, 'H1'], [28, 40, 'H1'], [48, 54, 'H1'], [55, 63, 'H1']]"
 Adefuye left that post to serve as the deputy director of the Commonwealth of Nations for fourteen years.,H0,"[[0, 7, 'H0'], [39, 45, 'H1'], [46, 54, 'H1'], [62, 74, 'H1'], [78, 85, 'H1']]"
" After leaving the Commonwealth, he became an advisor to the Economic Community of West African States in 2008.",H1,"[[18, 31, 'H1'], [45, 52, 'H1'], [60, 68, 'H1'], [69, 78, 'H1'], [82, 86, 'H1'], [87, 94, 'H1'], [95, 101, 'H1']]"
 President Goodluck Jonathan appointed Adefuye the ambassador to the United States in 2010.,H0,"[[10, 18, 'H0'], [19, 27, 'H0'], [38, 45, 'H0'], [50, 60, 'H1'], [68, 74, 'H1'], [75, 81, 'H1']]"
" During his tenure, Adefuye continually advocated for the United States to provide more military aid to Nigeria to effectively counter the forces of Boko Haram.",H0,"[[19, 26, 'H0'], [57, 63, 'H1'], [64, 70, 'H1'], [103, 110, 'H1'], [148, 152, 'H1'], [153, 159, 'H1']]"
